mid,m_id,name,UATYPE,m_pop,m_house_unit,m_land,m_water,m_lat_d,m_long_d,m_lat_r,m_long_r
m77527,77527,"St. Helens, OR Urban Cluster",C,25650,10485,13.07,0.103,45.826288,-122.84606,0.7998196095671671,-2.1440682201025054
m77554,77554,"St. Ignace, MI Urban Cluster",C,2531,1348,2.132,0.008,45.863406,-84.732154,0.8004674408789224,-1.4788550696068832
m77581,77581,"St. James, MN Urban Cluster",C,4585,2029,2.013,0.0,43.983681,-94.626829,0.767660050596872,-1.6515497267716532
m77608,77608,"St. James, MO Urban Cluster",C,4123,1727,2.43,0.005,37.999846,-91.617257,0.6632224279507971,-1.5990227862958226
m77618,77618,"St. James, NC Urban Cluster",C,2604,1853,3.146,0.004,33.938824,-78.113638,0.5923442230548719,-1.3633401738109583
m77635,77635,"St. Johns, AZ Urban Cluster",C,2550,1118,2.153,0.002,34.503704,-109.379467,0.6022032389335376,-1.9090318332264846
m77662,77662,"St. Johns, MI Urban Cluster",C,8425,3626,4.214,0.018,42.991428,-84.558099,0.7503419687340808,-1.4758172367773246
m77689,77689,"St. Johnsbury, VT Urban Cluster",C,5073,2511,3.31,0.047,44.435499,-72.01227,0.7755457623166477,-1.256851213335137
m77716,77716,"St. Joseph, IL Urban Cluster",C,5047,1927,2.984,0.004,40.117533,-88.034433,0.7001830386274783,-1.5364907109763493
m77743,77743,"St. Joseph, MO--KS Urbanized Area",U,81176,35012,41.846,0.131,39.75655,-94.830405,0.6938826967337516,-1.6551027982496933
m77770,77770,"St. Louis, MO--IL Urbanized Area",U,2150706,956440,923.636,11.274,38.630681,-90.341011,0.6742325757376156,-1.5767480915304146
m77797,77797,"St. Maries, ID Urban Cluster",C,2608,1207,1.314,0.006,47.316543,-116.574805,0.8258294660114752,-2.034614172120348
m77824,77824,"St. Martinville, LA Urban Cluster",C,7220,3007,4.88,0.089,30.129085,-91.835324,0.5258517338632357,-1.602828773435769
m77841,77841,"St. Marys, KS Urban Cluster",C,2669,905,1.056,0.0,39.195239,-96.066729,0.6840859716560898,-1.6766807226711196
m77851,77851,"St. Marys, OH Urban Cluster",C,9373,4174,5.339,0.019,40.542806,-84.400249,0.7076054526973121,-1.4730622345530515
m77878,77878,"St. Marys, PA Urban Cluster",C,9585,4507,6.673,0.001,41.419381,-78.532494,0.7229045725879815,-1.3706505901026917
m77905,77905,"St. Marys, WV--OH Urban Cluster",C,4315,1783,2.613,0.007,39.398025,-81.220842,0.6876252550330388,-1.4175711141420964
m77932,77932,"St. Marys--Kingsland, GA Urban Cluster",C,34630,13963,31.312,0.842,30.779791,-81.608227,0.537208696025718,-1.4243322578649344
m77986,77986,"St. Pauls, NC Urban Cluster",C,3288,1361,2.308,0.0,34.813606,-78.971213,0.607612049192053,-1.378307681143749
m78013,78013,"St. Peter, MN Urban Cluster",C,11634,3956,4.63,0.085,44.325999,-93.966641,0.773634626785714,-1.640027272489497
m78026,78026,"St. Simons, GA Urban Cluster",C,12226,9396,8.967,0.12,31.179098,-81.384254,0.5441779179019789,-1.4204231915793653
m78067,78067,"Salamanca, NY Urban Cluster",C,5738,2781,3.214,0.151,42.160643,-78.727677,0.7358420351078996,-1.3740571760966118
m78094,78094,"Salem, IL Urban Cluster",C,8300,3850,5.482,0.062,38.626007,-88.969117,0.6741509990483774,-1.5528040242420598
m78121,78121,"Salem, IN Urban Cluster",C,6544,3013,3.868,0.003,38.604444,-86.101723,0.6737746537017698,-1.5027585579901297
m78148,78148,"Salem, MO Urban Cluster",C,4921,2385,3.474,0.0,37.642329,-91.541001,0.6569825791689445,-1.5976918680214214
m78175,78175,"Salem, NJ Urban Cluster",C,5724,2946,2.782,0.024,39.564963,-75.476359,0.6905388727797331,-1.3173109719672549
m78202,78202,"Salem, OH Urban Cluster",C,18617,8555,11.587,0.012,40.901488,-80.839751,0.7138656345649504,-1.4109198214423786
m78229,78229,"Salem, OR Urbanized Area",U,236632,92623,75.921,0.387,44.934147,-123.010274,0.7842488117251325,-2.146934295080375
m78256,78256,"Salida, CO Urban Cluster",C,6663,3583,4.896,0.0,38.535109,-106.007338,0.6725645296648995,-1.8501770793745005
m78283,78283,"Salina, KS Urban Cluster",C,47493,20708,22.932,0.028,38.81492,-97.612054,0.6774481528981974,-1.703651731934501
m78310,78310,"Salinas, CA Urbanized Area",U,184809,53687,48.947,0.157,36.705002,-121.66399,0.6406231368511037,-2.1234372066134557
m78364,78364,"Salisbury, MD--DE Urbanized Area",U,98081,40463,70.699,2.076,38.384105,-75.542904,0.669929012681218,-1.3184724013179943
m78418,78418,"Sallisaw, OK Urban Cluster",C,8179,3627,5.395,0.025,35.460307,-94.795253,0.6188991109179929,-1.6544892801110322
m78445,78445,"Salmon, ID Urban Cluster",C,3084,1599,2.024,0.036,45.177795,-113.899236,0.7885012715410317,-1.987916683706056
m78472,78472,"Saltillo, MS Urban Cluster",C,4303,1823,4.345,0.029,34.373667,-88.690258,0.5999336651341216,-1.547937016543241
m78499,78499,"Salt Lake City--West Valley City, UT Urbanized Area",U,1021243,359700,277.885,0.21,40.638204,-111.926483,0.7092704618971297,-1.9534856485274605
m78526,78526,"Saluda, SC Urban Cluster",C,3528,1326,2.198,0.0,34.004036,-81.771437,0.5934823871666826,-1.4271808097371144
m78553,78553,"San Angelo, TX Urbanized Area",U,92984,39444,46.676,0.79,31.440632,-100.46049,0.5487425473078897,-1.7533663186668382
m78580,78580,"San Antonio, TX Urbanized Area",U,1758210,681843,597.101,3.948,29.514965,-98.475662,0.5151333178608881,-1.7187245349810643
m78607,78607,"San Carlos, AZ Urban Cluster",C,3993,968,4.181,0.0,33.372793,-110.46039,0.582465118436516,-1.9278974985370192
m78634,78634,"Sandersville, GA Urban Cluster",C,7288,3358,6.997,0.016,32.97501,-82.807381,0.5755224953780553,-1.4452614434033948
m78661,78661,"San Diego, CA Urbanized Area",U,2956746,1112289,732.411,28.537,32.928728,-117.128799,0.5747147220936473,-2.0442831914566417
m78688,78688,"San Diego, TX Urban Cluster",C,4757,1938,1.841,0.0,27.758661,-98.239712,0.48448003039494164,-1.7146064306109836
m78715,78715,"Sandpoint, ID Urban Cluster",C,10840,5463,8.17,1.167,48.268536,-116.548387,0.8424448783174137,-2.0341530910385566
m78742,78742,"Sandusky, MI Urban Cluster",C,2775,1306,1.77,0.003,43.420193,-82.831795,0.7578253297013942,-1.4456875480869764
m78769,78769,"Sandusky, OH Urban Cluster",C,48990,24455,30.279,0.569,41.420209,-82.680777,0.7229190239141879,-1.4430517867571997
m78823,78823,"Sandy, OR Urban Cluster",C,9954,3943,3.138,0.001,45.397667,-122.26627,0.7923387618739764,-2.1339489756323675
m78850,78850,"Sanford, ME Urban Cluster",C,13584,6324,6.471,0.135,43.435952,-70.764267,0.758100376138216,-1.2350694519103702
m78877,78877,"Sanford, NC Urban Cluster",C,33120,13847,28.943,0.711,35.461292,-79.172667,0.618916302411125,-1.3818237167350615
m78904,78904,"San Francisco--Oakland, CA Urbanized Area",U,3281212,1338437,523.621,9.329,37.690191,-122.128542,0.6578179286555341,-2.1315451685601805
m78931,78931,"Sanger, CA Urban Cluster",C,26604,7692,5.645,0.0,36.696561,-119.565042,0.6404758136089429,-2.086803653185306
m78958,78958,"Sanger, TX Urban Cluster",C,5972,2279,3.004,0.008,33.354733,-97.178689,0.5821499119736058,-1.6960880858215956
m78985,78985,"San Germ�n--Cabo Rojo--Sabana Grande, PR Urbanized Area",U,118199,56874,95.483,0.636,18.067652,-67.078194,0.3153400155045385,-1.1707353415915052
m79012,79012,"San Joaquin, CA Urban Cluster",C,3983,931,0.952,0.0,36.606981,-120.187815,0.6389123476650063,-2.097673092527829
m79039,79039,"San Jose, CA Urbanized Area",U,1664496,593475,285.983,0.434,37.329845,-121.945145,0.6515287045091426,-2.1283442870719003
m79093,79093,"San Juan, PR Urbanized Area",U,2148346,931029,866.69,9.543,18.288155,-66.116262,0.31918851886506355,-1.1539464610112111
m79120,79120,"San Luis, AZ Urban Cluster",C,24091,6085,3.566,0.021,32.495152,-114.771548,0.5671473933360204,-2.003141400210713
m79147,79147,"San Luis Obispo, CA Urbanized Area",U,59219,21269,20.414,0.012,35.279183,-120.665546,0.6157379007636107,-2.1060110714166735
m79174,79174,"San Manuel, AZ Urban Cluster",C,3185,1353,0.971,0.0,32.605045,-110.630614,0.5690653880109146,-1.930868467802934
m79201,79201,"San Marcos, TX Urbanized Area",U,52826,20359,26.584,0.184,29.867189,-97.921715,0.5212807863654327,-1.7090563359495192
m79255,79255,"San Saba, TX Urban Cluster",C,3105,1142,1.637,0.0,31.195586,-98.727785,0.5444656877890477,-1.7231249114510698
m79282,79282,"Santa Barbara, CA Urbanized Area",U,195861,76684,55.849,0.344,34.42747,-119.724102,0.6008727046315722,-2.0895797738935284
m79309,79309,"Santa Clarita, CA Urbanized Area",U,258653,86471,76.73,0.072,34.429887,-118.521858,0.6009148892395929,-2.0685966576811814
m79336,79336,"Santa Cruz, CA Urbanized Area",U,163703,71480,58.352,0.165,37.052331,-121.99896,0.6466851714887631,-2.129283536008861
m79363,79363,"Santa Fe, NM Urbanized Area",U,89284,44652,53.086,0.167,35.643647,-106.00774,0.6220989975685993,-1.8501840955980937
m79390,79390,"Santa Isabel, PR Urban Cluster",C,10550,4391,4.904,0.037,17.972338,-66.418372,0.31367647238129265,-1.1592192752144113
m79417,79417,"Santa Maria, CA Urbanized Area",U,130447,39821,29.127,0.079,34.911814,-120.438878,0.6093261021438516,-2.102054968507763
m79444,79444,"Santa Paula, CA Urban Cluster",C,29742,8880,4.416,0.003,34.353729,-119.068933,0.5995856813878591,-2.0781449176865294
m79471,79471,"Santaquin, UT Urban Cluster",C,9936,2631,8.682,0.043,39.966328,-111.797478,0.6975440135320002,-1.951234086525925
m79498,79498,"Santa Rosa, CA Urbanized Area",U,308231,122312,97.99,0.23,38.444378,-122.740631,0.6709809749812726,-2.14222813692542
m79525,79525,"Santa Rosa, NM Urban Cluster",C,2621,1042,2.158,0.006,34.939098,-104.68924,0.6098022977769657,-1.8271719294105484
m79537,79537,"Santa Rosa Beach, FL Urban Cluster",C,4512,3724,7.779,0.141,30.376536,-86.249379,0.5301705685505883,-1.5053356413504544
m79552,79552,"Santo Domingo Pueblo, NM Urban Cluster",C,2567,509,1.019,0.0,35.513697,-106.359188,0.6198309422056326,-1.8563180203476428
m79579,79579,"Saranac Lake, NY Urban Cluster",C,7698,3314,4.464,0.142,44.324583,-74.130354,0.7736099129235057,-1.2938187529689484
m79606,79606,"Sarasota--Bradenton, FL Urbanized Area",U,643260,380647,326.687,40.892,27.303534,-82.475257,0.4765365657302174,-1.439464786078501
m79633,79633,"Saratoga Springs, NY Urbanized Area",U,64100,28930,45.483,0.638,43.066979,-73.808467,0.751660582437255,-1.2882007649995812
m79687,79687,"Sauk Centre, MN Urban Cluster",C,4253,1920,3.097,0.26,45.736472,-94.952729,0.7982520246461959,-1.657237754803903
m79714,79714,"Sault Ste. Marie, MI Urban Cluster",C,13114,6072,5.898,0.072,46.480388,-84.357643,0.8112358082044622,-1.4723186195719469
m79741,79741,"Savanna, IL--IA Urban Cluster",C,3362,1815,1.97,0.989,42.089408,-90.153584,0.7345987498152414,-1.5734768732732796
m79768,79768,"Savannah, GA Urbanized Area",U,260677,114289,165.494,5.68,32.04484,-81.151747,0.5592879662747797,-1.4163651788954308
m79795,79795,"Savannah, MO Urban Cluster",C,5138,2223,2.965,0.005,39.935801,-94.827185,0.697011216871244,-1.6550465986477791
m79822,79822,"Savannah, TN Urban Cluster",C,8347,3913,7.724,0.001,35.218897,-88.234672,0.6146857115707534,-1.5399855408172503
m79834,79834,"Saw Creek, PA Urban Cluster",C,5880,3580,5.637,0.028,41.105659,-75.049884,0.7174290907520399,-1.309867579039812
m79876,79876,"Sayre, OK Urban Cluster",C,4041,1225,1.389,0.0,35.298754,-99.638107,0.6160794791515185,-1.7390130276044098
m79903,79903,"Sayre--Waverly, PA--NY Urban Cluster",C,17991,8256,9.359,0.185,41.978566,-76.522382,0.732664191965746,-1.3355675173688433
m79930,79930,"Schulenburg, TX Urban Cluster",C,2726,1213,1.718,0.0,29.680682,-96.908743,0.5180256251374156,-1.691376639319007
m79957,79957,"Schuyler, NE Urban Cluster",C,6255,1976,2.537,0.058,41.4499,-97.065277,0.7234372296223975,-1.6941086730103239
m80011,80011,"Scott City, KS Urban Cluster",C,3647,1639,1.512,0.0,38.479847,-100.909072,0.6716000258136624,-1.7611955515320192
m80038,80038,"Scott City, MO Urban Cluster",C,5216,2271,4.212,0.001,37.220287,-89.536001,0.6496165566872427,-1.5626980165189355
m80065,80065,"Scottsbluff, NE Urban Cluster",C,25946,11321,13.152,0.086,41.854912,-103.667671,0.7305060225324849,-1.8093421868242423
m80092,80092,"Scottsboro, AL Urban Cluster",C,10069,4789,11.115,0.204,34.649626,-86.035144,0.6047500582846327,-1.5015965352274443
m80119,80119,"Scottsburg, IN Urban Cluster",C,11434,5176,7.258,0.011,38.692563,-85.795532,0.6753126203853347,-1.4974145169001556
m80173,80173,"Scottsville, KY Urban Cluster",C,4251,2045,3.991,0.005,36.748632,-86.197472,0.6413846240037488,-1.5044296932956216
m80227,80227,"Scranton, PA Urbanized Area",U,381502,175920,170.786,3.121,41.24208,-75.927302,0.7198100863709029,-1.3251814120560756
m80281,80281,"Sealy, TX Urban Cluster",C,5562,2263,3.096,0.019,29.774804,-96.155299,0.5196683639359777,-1.678226560789611
m80308,80308,"Searcy, AR Urban Cluster",C,25979,10632,23.441,0.209,35.242117,-91.707912,0.6150909770230665,-1.6006050145292179
m80335,80335,"Seaside, OR Urban Cluster",C,8489,5959,5.24,0.143,46.00444,-123.909966,0.8029289485361801,-2.162636882734228
m80362,80362,"Seaside--Monterey, CA Urbanized Area",U,114237,51292,38.694,0.234,36.615585,-121.843762,0.639062515793848,-2.126574819916351
m80389,80389,"Seattle, WA Urbanized Area",U,3059393,1309501,1010.313,67.12,47.468576,-122.274888,0.8284829424331598,-2.134099388107304
m80400,80400,"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area",U,149422,87601,96.652,9.989,27.663455,-80.422527,0.4828183722272879,-1.4036378889240377
m80416,80416,"Sebring--Avon Park, FL Urbanized Area",U,61625,33936,46.17,3.878,27.580561,-81.497229,0.48137159899713977,-1.4223949773018059
m80443,80443,"Sedalia, MO Urban Cluster",C,26178,11780,18.823,0.105,38.695271,-93.230193,0.6753598839014786,-1.6271738301197698
m80470,80470,"Sedona, AZ Urban Cluster",C,6761,4202,4.671,0.021,34.861648,-111.784246,0.6084505402712962,-1.9510031445593012
m80497,80497,"Seguin, TX Urban Cluster",C,24122,9373,15.78,0.209,29.57175,-97.968027,0.5161244030766331,-1.7098646328327027
m80524,80524,"Selma, AL Urban Cluster",C,23821,10746,16.877,0.12,32.410173,-87.034653,0.5656642299909681,-1.5190412581807604
m80551,80551,"Selma, CA Urban Cluster",C,41810,13220,12.55,0.0,36.567006,-119.608779,0.6382146522965216,-2.0875670078402506
m80578,80578,"Selmer, TN Urban Cluster",C,3840,1806,4.674,0.0,35.172988,-88.591764,0.6138844483644552,-1.5462179719497817
m80605,80605,"Seminole, OK Urban Cluster",C,5931,2708,3.443,0.0,35.233177,-96.677034,0.6149349445879382,-1.6873325543625037
m80632,80632,"Seminole, TX Urban Cluster",C,6477,2527,3.037,0.0,32.717036,-102.652437,0.5710199996935155,-1.7916230108460502
m80659,80659,"Senatobia, MS Urban Cluster",C,6531,2176,3.879,0.0,34.617891,-89.977968,0.6041961780465123,-1.5704117958540973
m80671,80671,"Seneca, SC Urban Cluster",C,26054,12369,33.182,0.902,34.700163,-82.946019,0.6056320953287131,-1.4476811329717745
m80686,80686,"Sequim, WA Urban Cluster",C,19286,10288,24.44,0.0,48.093919,-123.136469,0.8393972367374587,-2.1491368133299296
m80695,80695,"Seven Lakes, NC Urban Cluster",C,3757,1819,3.858,1.646,35.260584,-79.580844,0.6154132869760323,-1.3889477493159743
m80704,80704,"Severance, CO Urban Cluster",C,2670,973,1.556,0.0,40.525591,-104.852951,0.7073049942665813,-1.830029225382281
m80713,80713,"Sevierville, TN Urban Cluster",C,22108,12799,25.04,0.0,35.833885,-83.554496,0.6254192770310083,-1.458301060044432
m80740,80740,"Seville, OH Urban Cluster",C,7396,3303,6.893,0.002,41.014697,-81.869681,0.7158415043578407,-1.4288954910074436
m80767,80767,"Seward, NE Urban Cluster",C,6636,2677,2.665,0.001,40.913766,-97.092726,0.7140799260905104,-1.6945877484367038
m80794,80794,"Seymour, IN Urban Cluster",C,20695,9009,13.565,0.031,38.955122,-85.883768,0.6798951394160786,-1.4989545256189454
m80848,80848,"Seymour (Outagamie County), WI Urban Cluster",C,3500,1581,2.202,0.0,44.51247,-88.328711,0.7768891596952003,-1.5416268309925332
m80875,80875,"Shady Cove, OR Urban Cluster",C,3379,1717,2.506,0.096,42.616596,-122.814696,0.7437999161922454,-2.1435208150359095
m80902,80902,"Shady Side--Deale, MD Urban Cluster",C,10784,4831,9.968,1.785,38.820225,-76.529161,0.6775407426150157,-1.3356858332388362
m80929,80929,"Shafter, CA Urban Cluster",C,18098,4796,3.841,0.0,35.496327,-119.277914,0.6195277785145612,-2.0817923242106398
m80956,80956,"Shallowater, TX Urban Cluster",C,3229,1263,1.576,0.0,33.693835,-101.995021,0.5880683583737036,-1.7801489370907593
m80985,80985,"Shamokin--Mount Carmel, PA Urban Cluster",C,30185,15948,8.188,0.018,40.790513,-76.576697,0.7119287554275497,-1.336515492952064
m81002,81002,"Shannondale, WV Urban Cluster",C,2577,1136,2.601,0.0,39.216662,-77.810191,0.6844598735417444,-1.358044024555659
m81064,81064,"Shawano, WI Urban Cluster",C,10527,5311,6.309,0.262,44.786743,-88.575293,0.7816761265945228,-1.5459304987686857
m81091,81091,"Shawnee, OK Urban Cluster",C,34255,15081,22.203,0.045,35.33947,-96.921682,0.6167901074097605,-1.691602467470923
m81118,81118,"Sheboygan, WI Urbanized Area",U,71313,32081,33.435,0.393,43.750796,-87.757742,0.7635954405683651,-1.5316615420157136
m81172,81172,"Shelby, MT Urban Cluster",C,3037,1234,1.45,0.0,48.506846,-111.86725,0.8466041724578414,-1.9524518376516264
m81199,81199,"Shelby, NC Urban Cluster",C,27374,13046,29.133,2.084,35.286751,-81.505757,0.6158699872814016,-1.422543818980416
m81226,81226,"Shelby, OH Urban Cluster",C,9305,4370,5.062,0.063,40.883779,-82.662294,0.7135565542077147,-1.4427291975515535
m81253,81253,"Shelbyville, IL Urban Cluster",C,4974,2429,2.978,0.0,39.408361,-88.809592,0.6878056522645251,-1.5500197877528157
m81280,81280,"Shelbyville, IN Urban Cluster",C,20795,9368,10.498,0.115,39.527071,-85.776245,0.6898775326195675,-1.4970778952473236
m81307,81307,"Shelbyville, KY Urban Cluster",C,20621,8258,13.729,0.19,38.216915,-85.255798,0.6670109967048087,-1.4879943815151966
m81334,81334,"Shelbyville, TN Urban Cluster",C,20005,8024,13.475,0.0,35.488422,-86.450508,0.6193898102371911,-1.508846004621698
m81361,81361,"Sheldon, IA Urban Cluster",C,4887,2231,2.054,0.0,43.182338,-95.843952,0.7536739768090631,-1.6727925305234042
m81388,81388,"Shelley, ID Urban Cluster",C,4701,1621,2.067,0.0,43.380092,-112.126373,0.7571254352180519,-1.9569743871692717
m81415,81415,"Shelton, WA Urban Cluster",C,18705,7037,18.221,0.481,47.232781,-123.091536,0.8243675433234199,-2.1483525845371307
m81442,81442,"Shenandoah, IA Urban Cluster",C,5203,2631,4.157,0.0,40.752871,-95.372944,0.711271778590514,-1.664571890120171
m81472,81472,"Shenandoah--Mahanoy City--Frackville, PA Urban Cluster",C,19009,8944,11.455,0.163,40.790295,-76.200968,0.7119249506097804,-1.3299577848068385
m81496,81496,"Shepherdstown, WV--MD Urban Cluster",C,4856,1715,3.58,0.032,39.438713,-77.786541,0.6883353945990903,-1.3576312541875624
m81523,81523,"Sheridan, AR Urban Cluster",C,4458,1951,3.456,0.0,34.307217,-92.403857,0.5987738938461715,-1.6127515461920099
m81550,81550,"Sheridan, IN Urban Cluster",C,2745,1169,1.56,0.001,40.130254,-86.224814,0.7004050619616246,-1.5049069012197018
m81577,81577,"Sheridan, OR Urban Cluster",C,8468,2461,3.211,0.061,45.099447,-123.403456,0.787133840978679,-2.1537966155399517
m81604,81604,"Sheridan, WY Urban Cluster",C,18786,8748,13.08,0.019,44.786578,-106.961975,0.7816732468012569,-1.8668386381858617
m81631,81631,"Sherman, TX Urbanized Area",U,61900,27041,35.928,0.186,33.683107,-96.582675,0.5878811194515496,-1.6856856791336141
m81658,81658,"Shippensburg, PA Urban Cluster",C,17008,6569,9.801,0.036,40.052392,-77.506017,0.6990461136994367,-1.352735186756698
m81685,81685,"Shiprock, NM Urban Cluster",C,6669,2173,4.271,0.001,36.785763,-108.684896,0.6420326822083069,-1.8969092823876148
m81701,81701,"Shorewood Forest, IN Urban Cluster",C,3079,1132,2.525,0.338,41.46217,-87.164866,0.7236513815216173,-1.5213139037596597
m81712,81712,"Show Low, AZ Urban Cluster",C,10409,7120,8.935,0.0,34.236165,-110.054448,0.5975338025060445,-1.9208124740648884
m81739,81739,"Shreveport, LA Urbanized Area",U,298317,129646,185.231,2.589,32.486367,-93.756212,0.5669940661612327,-1.6363545935978179
m81766,81766,"Sibley, IA Urban Cluster",C,2690,1218,1.068,0.0,43.402349,-95.744928,0.7575138931496684,-1.6710642356849095
m81793,81793,"Sidney, MT Urban Cluster",C,5438,2554,3.964,0.0,47.711875,-104.176299,0.8327293110499695,-1.8182194200920763
m81820,81820,"Sidney, NE Urban Cluster",C,6373,3004,3.207,0.0,41.136849,-102.978402,0.7179734589457368,-1.7973121733423136
m81847,81847,"Sidney, NY Urban Cluster",C,5565,2753,3.819,0.058,42.303512,-75.384757,0.7383355695569314,-1.315712215465843
m81874,81874,"Sidney, OH Urban Cluster",C,21956,9517,11.469,0.133,40.293747,-84.162927,0.7032585531155877,-1.4689201842656334
m81889,81889,"Sierra View--Indian Mountain Lake, PA Urban Cluster",C,28347,12811,40.099,0.186,40.968234,-75.462479,0.7150305720274867,-1.317068720267078
m81901,81901,"Sierra Vista, AZ Urbanized Area",U,52745,22533,30.28,0.02,31.535568,-110.285492,0.5503994930865632,-1.924844952581866
m81928,81928,"Sikeston, MO Urban Cluster",C,16536,7351,8.209,0.011,36.878681,-89.581255,0.6436544072426749,-1.563487847818633
m81955,81955,"Siler City, NC Urban Cluster",C,9076,3305,6.933,0.019,35.73286,-79.460569,0.623656058154181,-1.3868485545581382
m81982,81982,"Siloam Springs, AR--OK Urban Cluster",C,19326,7443,14.389,0.085,36.200137,-94.536012,0.6318115803230224,-1.6499646711048694
m82009,82009,"Silsbee, TX Urban Cluster",C,9531,3974,11.454,0.078,30.365594,-94.174826,0.529979594623835,-1.6436607861927615
m82023,82023,"Silt, CO Urban Cluster",C,2966,1091,1.167,0.0,39.549684,-107.652692,0.690272203923321,-1.8788939240353593
m82036,82036,"Silver City, NM Urban Cluster",C,12705,6003,10.171,0.019,32.780661,-108.266686,0.5721304654300969,-1.8896101409228496
m82063,82063,"Silver Creek, NY Urban Cluster",C,3799,2013,2.597,0.007,42.551606,-79.149167,0.7426656267113743,-1.3814135643608427
m82076,82076,"Silver Lakes, CA Urban Cluster",C,5394,2662,2.227,0.398,34.750808,-117.344111,0.6065160173283856,-2.0480410947756957
m82090,82090,"Silverthorne--Frisco, CO Urban Cluster",C,15351,13847,8.972,0.028,39.632711,-106.052257,0.6917212984413743,-1.850961063821204
m82117,82117,"Silverton, OR Urban Cluster",C,9614,3819,3.875,0.017,45.003684,-122.77545,0.7854624613270917,-2.1428358431176724
m82144,82144,"Simi Valley, CA Urbanized Area",U,125206,42896,31.432,0.733,34.269707,-118.746872,0.5981192208437484,-2.0725238928442637
m82171,82171,"Sinton, TX Urban Cluster",C,6071,2248,2.219,0.0,28.033572,-97.50684,0.48927813249489177,-1.7018154012153075
m82198,82198,"Sioux Center, IA Urban Cluster",C,6649,2132,3.631,0.0,43.078023,-96.171518,0.7518533365998453,-1.678509635740992
m82225,82225,"Sioux City, IA--NE--SD Urbanized Area",U,106494,42096,54.37,0.785,42.482112,-96.402243,0.7414527276009933,-1.6825365466576558
m82252,82252,"Sioux Falls, SD Urbanized Area",U,156777,67365,64.171,0.472,43.533494,-96.735632,0.7598028051971962,-1.6883552823975871
m82279,82279,"Sissonville, WV Urban Cluster",C,2888,1253,2.858,0.018,38.479017,-81.660217,0.6715855395808709,-1.4252396545430464
m82306,82306,"Sitka, AK Urban Cluster",C,7027,3214,4.054,0.037,57.05628,-135.293783,0.9958199449397902,-2.3613219708287314
m82333,82333,"Skaneateles, NY Urban Cluster",C,3524,1848,2.805,0.0,42.950945,-76.428007,0.7496354070929958,-1.3339203628872738
m82360,82360,"Skiatook, OK Urban Cluster",C,6768,2822,3.712,0.022,36.363587,-96.016739,0.6346643209854074,-1.6758082325780477
m82387,82387,"Skowhegan, ME Urban Cluster",C,4751,2446,3.091,0.041,44.778118,-69.712178,0.7815255919465383,-1.2167070348363553
m82414,82414,"Slaton, TX Urban Cluster",C,5938,2454,2.526,0.004,33.435263,-101.649413,0.5835554256202368,-1.7741169395695267
m82441,82441,"Sleepy Eye, MN Urban Cluster",C,3479,1549,1.525,0.003,44.296742,-94.722119,0.7731239958064581,-1.653212851015879
m82468,82468,"Slidell, LA Urbanized Area",U,91151,36969,58.605,2.095,30.294417,-89.791275,0.528737321622143,-1.5671533883136715
m82495,82495,"Slippery Rock, PA Urban Cluster",C,6716,1957,3.269,0.0,41.062533,-80.050842,0.7166764000588247,-1.3971507618937626
m82522,82522,"Smithfield, NC Urban Cluster",C,27155,11228,23.624,0.059,35.530612,-78.35842,0.6201261646486075,-1.367612425660575
m82549,82549,"Smithfield, VA Urban Cluster",C,10215,4141,9.574,0.113,36.980049,-76.592973,0.6454236125988365,-1.3367995627411189
m82562,82562,"Smithton, IL Urban Cluster",C,3720,1428,2.378,0.12,38.393333,-89.994982,0.670090071664592,-1.5707087461730314
m82603,82603,"Smithville, TN Urban Cluster",C,4050,1814,3.189,0.0,35.95369,-85.825938,0.6275102687413601,-1.4979452017125168
m82630,82630,"Smithville, TX Urban Cluster",C,3750,1683,2.006,0.002,30.005703,-97.151835,0.52369831172554,-1.6956193951042653
m82641,82641,"Smithville North, MO Urban Cluster",C,2751,978,1.569,0.0,39.436392,-94.563015,0.6882948855071516,-1.6504359623627856
m82665,82665,"Sneads Ferry, NC Urban Cluster",C,3899,2141,5.374,0.42,34.540524,-77.383919,0.6028458691641219,-1.350604174646598
m82675,82675,"Snoqualmie, WA Urban Cluster",C,20592,7714,11.961,0.116,47.534618,-121.877055,0.8296355927777619,-2.1271558923842173
m82684,82684,"Snowflake, AZ Urban Cluster",C,6279,2239,4.943,0.0,34.505384,-110.083373,0.602232560464971,-1.9213173105510277
m82711,82711,"Snyder, TX Urban Cluster",C,11557,4899,6.866,0.028,32.71458,-100.9148,0.5709771344070865,-1.7612955239915737
m82724,82724,"Social Circle, GA Urban Cluster",C,3328,1380,3.57,0.021,33.670376,-83.718402,0.5876589215844782,-1.4611617594082058
m82738,82738,"Socorro, NM Urban Cluster",C,8991,4072,6.168,0.01,34.06402,-106.898182,0.5945293054651988,-1.865725240296137
m82765,82765,"Soda Springs, ID Urban Cluster",C,2793,1269,2.305,0.051,42.683234,-111.585045,0.7449629686991893,-1.9475264312360359
m82792,82792,"Sodus, NY Urban Cluster",C,2865,1265,2.324,0.0,43.239049,-77.061871,0.7546637704811616,-1.344983376697135
m82819,82819,"Soldotna, AK Urban Cluster",C,6526,2847,7.27,0.246,60.483065,-151.112812,1.0556286259477443,-2.6374161113471972
